HYBAS_ID_08,NEXT_DOWN,PFAF_ID,PFAF_ID_07,SUB_AREA,ele_mt_sav,DIST_SINK
3080446970,3080450480,32258036,3225803,640.4,463,1866.7
3080483750,3080482870,32271007,3227100,87.9,198,1875.9
3080483890,3080482870,32271006,3227100,226.1,172,1876.0
3080483580,3080483750,32271009,3227100,205.9,163,1879.8
3080483380,3080483750,32271008,3227100,336.1,281,1879.8
3080446700,3080447130,32258039,3225803,20.9,297,1894.5
3080446980,3080447130,32258038,3225803,1053.2,493,1894.5
3080541110,3080540910,32272451,3227245,284.3,285,2483.8
3080546940,3080541110,32272453,3227245,116.0,263,2513.2
3080547070,3080541110,32272452,3227245,1054.2,377,2513.3
3080548440,3080546940,32272454,3227245,117.1,330,2524.9
3080548430,3080546940,32272455,3227245,125.6,315,2525.0
3080548280,3080548430,32272457,3227245,644.1,314,2529.7
3080548420,3080548430,32272456,3227245,241.0,375,2529.8
3080551240,3080548280,32272459,3227245,41.0,314,2581.6
3080551050,3080548280,32272458,3227245,249.5,358,2581.8
3080624900,3080624540,32266501,3226650,0.5,387,2700.3
3080624910,3080624900,32266502,3226650,159.8,712,2700.7
3080625070,3080624900,32266503,3226650,102.7,609,2700.9
3080628430,3080625070,32266504,3226650,394.2,778,2720.6
3080628520,3080625070,32266505,3226650,173.2,679,2720.7
3080630350,3080628520,32266507,3226650,417.6,872,2736.5
3080630450,3080628520,32266506,3226650,2371.7,1013,2736.6
3080642780,3080632510,32267401,3226740,558.9,1231,2888.8
3080643050,3080642780,32267403,3226740,262.1,1145,2927.9
3080643180,3080642780,32267402,3226740,377.5,1390,2928.0
3080641580,3080643050,32267405,3226740,1522.0,1192,2944.9
3080641830,3080643050,32267404,3226740,378.4,1271,2945.0
3080638020,3080641580,32267406,3226740,376.1,1112,2978.4
3080637850,3080641580,32267407,3226740,1391.0,1339,2978.5
3080632900,3080637850,32267409,3226740,1258.8,1486,3021.7
3080632910,3080637850,32267408,3226740,537.1,1458,3021.7
3080568390,3080567270,32274251,3227425,2170.2,498,3188.3
3080458220,3080452380,32229871,3222987,230.9,419,3241.4
3080460920,3080458220,32229872,3222987,305.6,429,3253.3
3080461040,3080458220,32229873,3222987,434.3,401,3253.4
3080466710,3080461040,32229874,3222987,584.4,452,3282.7
3080466860,3080461040,32229875,3222987,697.7,424,3282.8
3080582710,3080568390,32274252,3227425,448.8,530,3307.6
3080582800,3080568390,32274253,3227425,456.8,537,3307.7
3080586750,3080582800,32274254,3227425,1499.6,566,3339.5
3080586850,3080582800,32274255,3227425,94.8,512,3339.6
3080477160,3080466860,32229877,3222987,203.4,397,3340.1
3080477150,3080466860,32229876,3222987,263.1,458,3340.1
3080588140,3080586850,32274257,3227425,99.7,527,3360.6
3080587970,3080586850,32274256,3227425,589.4,527,3360.6
3080481490,3080477160,32229878,3222987,762.3,486,3364.4
3080481670,3080477160,32229879,3222987,838.6,450,3364.6
3080590480,3080588140,32274259,3227425,827.9,506,3377.9
3080590620,3080588140,32274258,3227425,630.0,545,3378.0
3080606020,3080604510,32275171,3227517,30.5,399,3394.0
3080608830,3080606020,32275173,3227517,89.5,404,3407.6
3080608820,3080606020,32275172,3227517,497.0,475,3407.6
3080611730,3080608830,32275175,3227517,8.5,394,3422.9
3080611720,3080608830,32275174,3227517,284.8,529,3422.9
3080612550,3080611730,32275176,3227517,260.3,494,3428.6
3080612630,3080611730,32275177,3227517,171.1,476,3428.6
3080618670,3080612630,32275178,3227517,1670.6,545,3459.0
3080618740,3080612630,32275179,3227517,158.0,519,3459.1
3080641980,3080641600,32268481,3226848,428.7,1303,3552.8
3080646350,3080641980,32268483,3226848,59.9,1314,3581.1
3080646360,3080641980,32268482,3226848,619.1,1558,3581.1
3080647320,3080646350,32268485,3226848,240.4,1403,3588.1
3080647400,3080646350,32268484,3226848,553.2,1691,3588.2
3080648330,3080647320,32268486,3226848,297.2,1801,3608.8
3080648340,3080647320,32268487,3226848,82.8,1522,3609.0
3080648200,3080648340,32268488,3226848,220.0,1713,3624.3
