PFAF_ID_07,n_children,delta_E_m,axis,relief_class,f_up_area,multi_outlet,split_degenerate
8127090,9,199.4,topology_pfaf,low,0.603,False,False
8126092,9,242.0,topology_pfaf,low,0.386,False,False
8128010,9,153.0,topology_pfaf,low,0.331,False,False
8128020,9,372.1,topology_pfaf,mixed,0.376,False,False
8129504,9,353.0,topology_pfaf,mixed,0.45,False,False
8129460,9,235.7,topology_pfaf,low,0.307,False,False
8129603,9,147.7,topology_pfaf,low,0.642,False,False
8129810,9,201.9,topology_pfaf,low,0.641,False,False
8129901,9,231.6,topology_pfaf,low,0.289,False,False
8129480,9,265.0,topology_pfaf,low,0.719,False,False
8129820,9,421.3,topology_pfaf,mixed,0.574,False,False
8129860,9,368.3,topology_pfaf,mixed,0.859,False,False
8129870,9,383.5,topology_pfaf,mixed,0.638,False,False
8129906,9,423.2,topology_pfaf,mixed,0.47,False,False
8129880,9,469.9,topology_pfaf,mixed,0.517,False,False
8129890,9,203.9,topology_pfaf,low,0.786,False,False
8135012,9,311.4,topology_pfaf,mixed,0.371,False,False
8139026,7,339.4,topology_pfaf,mixed,0.425,False,False
8221100,9,29.5,topology_pfaf,low,0.366,False,False
8221211,9,470.5,topology_pfaf,mixed,0.362,False,False
8221300,7,92.6,topology_pfaf,low,0.615,False,False
8221406,9,840.6,elevation,high,0.626,False,False
8221270,9,255.1,topology_pfaf,low,0.775,False,False
8223406,9,544.9,topology_pfaf,mixed,0.35,False,False
8222401,9,122.0,topology_pfaf,low,0.591,False,False
8223601,9,184.9,topology_pfaf,low,0.59,False,False
8223702,9,913.4,elevation,high,0.676,False,False
8223900,9,166.1,topology_pfaf,low,0.183,False,False
8222930,9,125.2,topology_pfaf,low,0.655,False,False
8225130,9,118.3,topology_pfaf,low,0.671,False,False
8224103,9,144.1,topology_pfaf,low,0.707,False,False
8222950,9,109.2,topology_pfaf,low,0.524,False,False
8225140,9,345.2,topology_pfaf,mixed,0.418,False,False
8224240,9,430.5,topology_pfaf,mixed,0.476,False,False
8224270,9,783.5,elevation,high,0.454,False,False
8225209,9,214.6,topology_pfaf,low,0.419,False,False
8224750,9,468.2,topology_pfaf,mixed,0.592,False,False
8224740,9,823.4,elevation,high,0.797,False,False
8226231,9,40.2,topology_pfaf,low,0.358,False,False
8226222,9,168.3,topology_pfaf,low,0.549,False,False
8224760,9,177.2,topology_pfaf,low,0.593,False,False
8226270,9,154.2,topology_pfaf,low,0.64,False,False
8226244,9,144.2,topology_pfaf,low,0.423,False,False
8225487,9,53.8,topology_pfaf,low,0.368,False,False
8224806,9,360.5,topology_pfaf,mixed,0.557,False,False
8226917,9,70.0,topology_pfaf,low,0.832,False,False
8225493,9,232.2,topology_pfaf,low,0.379,False,False
8224699,9,687.0,elevation,high,0.515,False,False
8225489,9,263.1,topology_pfaf,low,0.403,False,False
8226280,9,70.4,topology_pfaf,low,0.317,False,False
8224960,9,374.1,topology_pfaf,mixed,0.497,False,False
8228412,9,175.7,topology_pfaf,low,0.704,False,False
8224948,9,307.4,topology_pfaf,mixed,0.441,False,False
8228502,9,257.9,topology_pfaf,low,0.424,False,False
8228504,9,230.0,topology_pfaf,low,0.538,False,False
8228509,9,116.1,topology_pfaf,low,0.488,False,False
8228508,9,286.4,topology_pfaf,low,0.532,False,False
8228461,9,133.5,topology_pfaf,low,0.359,False,False
8228660,9,61.5,topology_pfaf,low,0.764,False,False
8229240,9,69.5,topology_pfaf,low,0.455,False,False
8228499,9,115.8,topology_pfaf,low,0.605,False,False
8228708,9,77.2,topology_pfaf,low,0.408,False,False
8228709,9,57.3,topology_pfaf,low,0.492,False,False
8229367,9,212.2,topology_pfaf,low,0.585,False,False
8229390,9,196.3,topology_pfaf,low,0.326,False,False
8229504,9,174.0,topology_pfaf,low,0.237,False,False
8228970,9,165.9,topology_pfaf,low,0.156,False,False
8229506,9,170.3,topology_pfaf,low,0.535,False,False
8229508,9,256.3,topology_pfaf,low,0.592,False,False
8228929,9,373.4,topology_pfaf,mixed,0.59,False,False
8229480,9,697.5,elevation,high,0.4,False,False
8228991,9,488.8,topology_pfaf,mixed,0.283,False,False
8229770,9,589.8,topology_pfaf,mixed,0.506,False,False
8229606,9,123.4,topology_pfaf,low,0.735,False,False
8229722,9,348.2,topology_pfaf,mixed,0.518,False,False
8229950,9,604.6,elevation,high,0.822,False,False
8229940,9,469.5,topology_pfaf,mixed,0.525,False,False
8229922,9,384.0,topology_pfaf,mixed,0.124,False,False
8229804,9,321.0,topology_pfaf,mixed,0.238,False,False
8229970,9,460.1,topology_pfaf,mixed,0.397,False,False
8229960,9,440.2,topology_pfaf,mixed,0.361,False,False
8230424,9,171.3,topology_pfaf,low,0.54,False,False
8313060,9,244.1,topology_pfaf,low,0.249,False,False
8318901,9,55.0,topology_pfaf,low,0.4,False,False
8324210,9,102.5,topology_pfaf,low,0.777,False,False
8324410,9,68.0,topology_pfaf,low,0.757,False,False
8324509,9,33.6,topology_pfaf,low,0.547,False,False
8324600,9,89.6,topology_pfaf,low,0.56,False,False
8324280,9,60.4,topology_pfaf,low,0.557,False,False
